name,followers,popularity,genres,image_url,external_url
Mac Miller,7190181.0,88.0,"['hip hop', 'pittsburgh rap', 'rap']",https://i.scdn.co/image/ab67616100005174ed3b89aa602145fde71a163a,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U
MellemFingaMuzik,39550.0,52.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051740b8b04f2389d2bea05a62631,https://open.spotify.com/artist/6aAQxKW3u9K01sGfdMm5DD
Natasja,39727.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051744bb1745aae5513be02082cff,https://open.spotify.com/artist/73O5T44Ui5WqxtW6S5JENA
Artigeardit,38009.0,64.0,['danish pop'],https://i.scdn.co/image/ab67616100005174f7718047aff08cb1ba7a2be2,https://open.spotify.com/artist/6a3WaWgxrVmNIvaiTCI0Kk
Future,11247606.0,92.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174888112f96c607aa2c6a1ffe8,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i
Pink Floyd,16563121.0,82.0,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",https://i.scdn.co/image/d011c95081cd9a329e506abd7ded47535d524a07,https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9
Anastacia,290161.0,65.0,['dance pop'],https://i.scdn.co/image/ab67616100005174019dfbc2270103901bce9e5c,https://open.spotify.com/artist/2siHvYaxjaW5rKVRiIrMYH
Travis Scott,20079261.0,92.0,"['hip hop', 'rap', 'slap house']",https://i.scdn.co/image/ab67616100005174e707b87e3f65997f6c09bfff,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY
TopGunn,77516.0,55.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051741bb2a0387999bdcee88eff85,https://open.spotify.com/artist/4nXezpatStChCEWVvYLjd5
Billie Eilish,58770782.0,92.0,"['art pop', 'electropop', 'pop']",https://i.scdn.co/image/ab67616100005174d8b9980db67272cb4d2c3daf,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH
The Minds Of 99,68400.0,62.0,"['danish alternative rock', 'danish pop', 'danish post-punk', 'danish rock']",https://i.scdn.co/image/ab67616100005174e356963b71f3f59c318f5943,https://open.spotify.com/artist/6GTwMrB4u3hwcUyc9sU1UL
Louis Valuta,1759.0,20.0,['danish hip hop'],https://i.scdn.co/image/ab676161000051742462765ff4c8b638959f22db,https://open.spotify.com/artist/1lQVz8S3x5pS1U22gfie1K
ICEKIID,38894.0,58.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051749081769aec1a4e062322f97c,https://open.spotify.com/artist/3RYYha3CC7js2PHbcBHewt
