name,followers,popularity,genres,image_url,external_url
Johnson,20260.0,45.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051749c6a7ecff04e86202252c1e4,https://open.spotify.com/artist/4w1fUgGXRGXhhnTAxjtxfS
Niarn,28846.0,47.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174510d79f6b1c0bd9f2852529c,https://open.spotify.com/artist/3Y5DrePVX41yXqnaA1JDIo
L.O.C.,232986.0,55.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051747d4d60cb994ebdb04d700955,https://open.spotify.com/artist/0VUVvNFIyMeIWguwhhImIc
UFO Yepha,11035.0,34.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616d00001e02808085545c484fef6eb20efd,https://open.spotify.com/artist/1NukGkOinsm6M2Evhb3Icf
Jokeren,18566.0,37.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051745858a2ece50cfcaee05226ab,https://open.spotify.com/artist/6lpXwObstUyC9XqZb2NLPJ
Selvmord,10077.0,32.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616d00001e025b2abf4f6d738279d2558b92,https://open.spotify.com/artist/5XF8wq2qoq5WQ3UAVundXm
Malk De Koijn,39001.0,37.0,['danish hip hop'],https://i.scdn.co/image/ab6761610000517469f28d526eff69475b67aa8b,https://open.spotify.com/artist/5WvYsVV3jtztF1kx86Y0yS
Troo.L.S,2432.0,35.0,['danish hip hop'],https://i.scdn.co/image/ab67616d00001e0207aced0af5392ac2f5d30053,https://open.spotify.com/artist/0X7S9BiCFjGRK3U6lazy2J
USO,48082.0,41.0,"['dakke dak', 'danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174f1837e88684dfb3732a4f4e6,https://open.spotify.com/artist/3GGuPP6lGhVCYBFsqQfIom
Natasja,39727.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051744bb1745aae5513be02082cff,https://open.spotify.com/artist/73O5T44Ui5WqxtW6S5JENA
Nephew,78767.0,48.0,"['danish pop', 'danish rock']",https://i.scdn.co/image/ab67616100005174710bd65741b67f2d44fb94bb,https://open.spotify.com/artist/11BUDylkl50Y6dsbZMZiCG
Østkyst Hustlers,11699.0,32.0,"['classic danish pop', 'danish hip hop']",https://i.scdn.co/image/ab67616100005174df702fc736baea04b92a36dd,https://open.spotify.com/artist/12vUJAJSACZF9nl7iiuqTB
Jøden,5511.0,29.0,['danish hip hop'],https://i.scdn.co/image/ab67616100005174f700658dd7b626e1ed4d87d1,https://open.spotify.com/artist/7gVEkedcMGPHiqkJYTgC8x
Raske Penge,27959.0,39.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051740cccd6aedc74746452c409d2,https://open.spotify.com/artist/7fOvQFIRL7o1WGXujMXQ46
Clemens,43030.0,39.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174e8fa41060826c2860f0ffdcc,https://open.spotify.com/artist/6M4RgHnN6u48xM8rbTintP
Magtens Korridorer,42147.0,44.0,"['danish alternative rock', 'danish pop', 'danish pop rock', 'danish rock']",https://i.scdn.co/image/c426569724b17bbd829f248633cd8186231feb79,https://open.spotify.com/artist/4UuWBD7VIbkAGTdRlMEjCH
Rune Rask,1692.0,33.0,['danish hip hop'],https://i.scdn.co/image/ab67616100005174937a0cb5816b4a8efe7451c5,https://open.spotify.com/artist/3zuy1LOMq0y8aHZn4Ogax0
Anders Matthesen,18916.0,46.0,"['classic danish pop', 'danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174d80620573fe7679e03122d35,https://open.spotify.com/artist/7ywx4levGzk6v90WXQToXe
Nik & Jay,167961.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab6761610000517414b1ce6bcf6cc8d7c070ef15,https://open.spotify.com/artist/71k6SmcYKiIPq8M2RxK2Jr
Johnny Deluxe,10436.0,44.0,"['classic danish pop', 'danish pop', 'danish pop rock']",https://i.scdn.co/image/ab67616100005174cb0b5ca81ccf550e8108f6c2,https://open.spotify.com/artist/5S2oc3f44h29wPBZzNycKF
Poul Krebs,38290.0,43.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/598b351b01f24ff6cd8b3026a86f94d5e7e4f2e4,https://open.spotify.com/artist/227XsEXGsqypprsCKbrG6u
TV-2,62765.0,50.0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",https://i.scdn.co/image/ab676161000051743f69076ffb7403a6419dd8eb,https://open.spotify.com/artist/6jvJrJNRIBqin5CYaT2cup
Dodo & the Dodos,36629.0,46.0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",https://i.scdn.co/image/15fe0d180cbd3e7a1de03239bc49fa231bbcfcb4,https://open.spotify.com/artist/5c87r0Kx3oXwyBkMFCdZtJ
Big Fat Snake,27225.0,43.0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",https://i.scdn.co/image/758d9c7f6c3a6e3dc9bd7d73c33005df2fde5ddc,https://open.spotify.com/artist/2Fgt9tP2vJusWCaJK3e9QR
Tøsedrengene,30357.0,43.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ce19bc1a43d7eb48004e55e2f23922e4ff79ced6,https://open.spotify.com/artist/77tySlfNCOSAhpjqD8Q8IL
Gasolin',94425.0,49.0,"['classic danish pop', 'danish pop']",https://i.scdn.co/image/4b6ad00476df3fccd98c1cc40ab015785356584e,https://open.spotify.com/artist/0e7UgnX6ObqqX5EcMeuA0E
Rocazino,19819.0,46.0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",https://i.scdn.co/image/94ed19d5c2c9e3604d184632c1438b7fb5e414ff,https://open.spotify.com/artist/62ytrJr6FZ6W1boNI1Y0O3
Thomas Helmig,61394.0,50.0,"['classic danish pop', 'danish pop', 'danish pop rock']",https://i.scdn.co/image/ab67616100005174bddf425e8f668e1d65e3d1fb,https://open.spotify.com/artist/2ytaRjGwyS3veZwsmr0SPj
Gnags,28259.0,44.0,"['classic danish pop', 'classic danish rock', 'danish pop', 'dansktop']",https://i.scdn.co/image/a65329f107f2ebbbe27e17ff12a38605f1bac032,https://open.spotify.com/artist/460C51GopZ9kmWvz3Z0649
Shu-Bi-Dua,60143.0,51.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab676161000051745e45f0b5f57182628808a8a6,https://open.spotify.com/artist/6Y99TxJKt19wJFbmpoRzLp
Johnny Madsen,23838.0,45.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/6c41753e7491f3d601958335ab5b24f6011203bd,https://open.spotify.com/artist/6vxJe361JSKmxXcI8uJpyM
Anne Linnet,47784.0,45.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab676161000051745d7e9697d03a48270d953186,https://open.spotify.com/artist/6AWEo7TFXeaDNDMMFuE2YY
Søs Fenger,24291.0,51.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab676161000051744ec6f446385056bdf064367a,https://open.spotify.com/artist/5TRVLzyHn2sEJsu1fwbv5S
Ray Dee Ohh,17757.0,44.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab67616d00001e02f021707c14a921552b2ff2d1,https://open.spotify.com/artist/7nTJiFjyiKrXA9ZfWmyl5o
Lars H.U.G.,23007.0,41.0,"['classic danish pop', 'danish pop']",https://i.scdn.co/image/ab67616100005174ec37629ede72ceae3847e675,https://open.spotify.com/artist/4OzJnEy8ZSFGgTfJRlszdL
Lis Sørensen,31040.0,45.0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",https://i.scdn.co/image/ab67616100005174a8c6a46cbfd472fc017ddbc2,https://open.spotify.com/artist/4XXfhoWXcfQol6IXKIXclH
Sanne Salomonsen,50616.0,47.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab67616100005174d7495f63d5931b517b87ea73,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
John Mogensen,23789.0,45.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/ab67616d00001e027755baed1038bbd9a4e3d720,https://open.spotify.com/artist/3zH5giTwRVntj4cnZWkF6A
Bamses Venner,30921.0,45.0,"['classic danish pop', 'danish pop', 'dansktop']",https://i.scdn.co/image/cf1fadbb8bb759628580e319b55648fd98b1947d,https://open.spotify.com/artist/39jkKwgPU7ySrp4Pttvzl9
Dizzy Mizz Lizzy,57257.0,45.0,"['danish alternative rock', 'danish pop', 'danish pop rock', 'danish rock']",https://i.scdn.co/image/ab67616100005174fe2afd460fc7173ede56286a,https://open.spotify.com/artist/71fY009eJ8QSpSNGDSkSuK
Benal,22599.0,44.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174ba4ae093f98dbec0637c9ecf,https://open.spotify.com/artist/1p2z4hiBCkxfWZ6OvyGBSA
Pind,6772.0,45.0,['danish pop'],https://i.scdn.co/image/ab67616100005174724ae915439f573ee36cafdf,https://open.spotify.com/artist/2feslzBLWgoLAT5PfH2V9q
Emil Kruse,9363.0,42.0,"['danish electropop', 'danish pop']",https://i.scdn.co/image/ab6761610000517461726bd148cc480a74809ba9,https://open.spotify.com/artist/4WnhWF0prnUJ7sHHi5Aoun
Emil Lange,2716.0,45.0,"['dakke dak', 'danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174f1a3124a9b8875b26a9eafde,https://open.spotify.com/artist/4UxkyClhUPBeJjyGwHvgaV
Carl Knast,2496.0,42.0,[],https://i.scdn.co/image/ab67616100005174316fb78cda4e52acf562c53f,https://open.spotify.com/artist/43Nz2jEg1EhIjWzyJSmvug
Karl William,22676.0,47.0,['danish pop'],https://i.scdn.co/image/ab676161000051744c241b634c57d2b6846a98c4,https://open.spotify.com/artist/71bX2v2nDPLqlMmFzV5CjP
Marcus.wav,1540.0,39.0,['danish pop'],https://i.scdn.co/image/ab67616100005174f64afbd76310913a9b4fb160,https://open.spotify.com/artist/2IwoU1JvxmNCdD1i69FmKr
KIDD,46346.0,55.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174d3e2d62dd8006fc27c75fe36,https://open.spotify.com/artist/7Ap8xCd7d0xon5XnkLvn4i
Saveus,26845.0,50.0,['danish pop'],https://i.scdn.co/image/ab676161000051744943ad34ef1e0af6154c5362,https://open.spotify.com/artist/2rR0cafJvL0JVTC8E2qIqt
Aksglæde,8820.0,46.0,"['danish electropop', 'danish pop']",https://i.scdn.co/image/ab676161000051747f78aa96b66f11e34b916c18,https://open.spotify.com/artist/38OuwRRstYfgqeP4EciiWU
Hans Philip,23300.0,52.0,['danish pop'],https://i.scdn.co/image/ab676161000051743f7f9670dc7e62d908bbef5b,https://open.spotify.com/artist/6idjJt47PjFydVRrAlNw4C
Barselona,12978.0,44.0,"['danish electropop', 'danish pop']",https://i.scdn.co/image/ab67616100005174b6213986afae1c256fc0fc81,https://open.spotify.com/artist/2wdsck730u8ZhDA7eVHw7m
Pil,2758.0,48.0,"['danish indie pop', 'danish pop']",https://i.scdn.co/image/ab676161000051747d9c808210e0619b16baff90,https://open.spotify.com/artist/3vSX14E4YqHrx8nyXeOVen
PATINA,5855.0,37.0,"['danish indie pop', 'danish pop']",https://i.scdn.co/image/ab676161000051748d711a9829bd3e428b888657,https://open.spotify.com/artist/6SQ0yQG7sRlasn0yrSz7Gh
Niels Brandt,1284.0,31.0,['danish pop'],https://i.scdn.co/image/ab6761610000517495abc45cc90fb861711e6d52,https://open.spotify.com/artist/2zz39zNTuS1kmfa5qLMblM
Pede B,17553.0,44.0,['danish hip hop'],https://i.scdn.co/image/ab67616100005174769b2f8ebfe3c6a41c9f8cab,https://open.spotify.com/artist/05X5qdeeGgBQe115bTNlWu
Albert,608.0,26.0,[],https://i.scdn.co/image/ab6761610000517436c4ddb5f536ffd37fba5fee,https://open.spotify.com/artist/7aUKcJ1oVXH7wDWbCUCug7
Ukendt Kunstner,51715.0,54.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/10e4a579999929d7957add5a3927d43fa7f1cf2d,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Tobias Rahim,15136.0,64.0,['danish pop'],https://i.scdn.co/image/ab676161000051743448b75451625f93f00dd9d9,https://open.spotify.com/artist/1w2fVGZN37TieWhlqS8UwB
Big Sean,9407808.0,84.0,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab6761610000517489dccc0a0b3d818c8d5fb711,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh
Meek Mill,5962949.0,81.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174238b2a30c741d42a4c91b7b7,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc
J. Cole,16155395.0,90.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",https://i.scdn.co/image/ab67616100005174add503b411a712e277895c8a,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5
Wale,3548301.0,77.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",https://i.scdn.co/image/ab676161000051740e1f90bdff70c339838dcf90,https://open.spotify.com/artist/67nwj3Y5sZQLl72VNUHEYE
DJ Khaled,7272416.0,81.0,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174bf921114b7f19be97ce29647,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP
Rick Ross,5686122.0,82.0,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab676161000051748196a8109c28a8b8aca28fae,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a
PARTYNEXTDOOR,3674870.0,80.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",https://i.scdn.co/image/ab676161000051744e3dee8baac75dad1fea791e,https://open.spotify.com/artist/2HPaUgqeutzr3jx5a9WyDV
2 Chainz,7005206.0,83.0,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174f556662d187b9191c421be1c,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp
Tory Lanez,4276963.0,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",https://i.scdn.co/image/ab67616100005174bd5d3e1b363c3e26710661c3,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg
Jeremih,5598228.0,80.0,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",https://i.scdn.co/image/ab676161000051743af4da599e9d15f3b90f7c44,https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg
Young Thug,7051531.0,90.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",https://i.scdn.co/image/ab67616100005174547d2b41c9f2c97318aad0ed,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn
Future,11247606.0,92.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174888112f96c607aa2c6a1ffe8,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i
Bryson Tiller,5535760.0,82.0,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap']",https://i.scdn.co/image/ab67616100005174078fdd734b7f0aa782328428,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs
French Montana,4384393.0,80.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab676161000051744817f2b6ca81e55e2c1f79d9,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv
Metro Boomin,2875531.0,83.0,"['hip hop', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab6761610000517440134b72d4fd5a20a52419b5,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp
NAV,2900838.0,80.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",https://i.scdn.co/image/ab67616100005174f276b6e4b25bb6fb7b942ab2,https://open.spotify.com/artist/7rkW85dBwwrJtlHRDkJDAC
Migos,12202363.0,82.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",https://i.scdn.co/image/ab67616100005174f4593f7b778219838d858c34,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG
Ty Dolla $ign,4157668.0,87.0,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",https://i.scdn.co/image/ab67616100005174d9dde4a54073dbd58fb91c7d,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq
Lil Wayne,11745012.0,91.0,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",https://i.scdn.co/image/ab67616100005174c63aded6f4bf4d06d1377106,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865
Tyga,6509295.0,85.0,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab676161000051747e8e12069870e99fa8c21a5e,https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp
D12,2213511.0,70.0,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'rap rock', 'southern hip hop']",https://i.scdn.co/image/1e2e08b41628310eec1a4659367513e82243ab4b,https://open.spotify.com/artist/5Qi4Bb7a8C0a00NZcA77L0
Bad Meets Evil,1381873.0,65.0,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",https://i.scdn.co/image/4f153c72bff6dccba21ffd360fc308f268a23659,https://open.spotify.com/artist/77IURH5NC56Jn09QHi76is
The Game,3850486.0,79.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab67616100005174a657aa5506945d264e147244,https://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI
Hopsin,2235232.0,68.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",https://i.scdn.co/image/ab6761610000517488dc07cec6d64493301c4fd1,https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT
DMX,3222075.0,75.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",https://i.scdn.co/image/ab6772690000dd223074f51af22630a1c86da016,https://open.spotify.com/artist/1HwM5zlC5qNWhJtM00yXzG
50 Cent,8633020.0,86.0,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",https://i.scdn.co/image/6f0da41419b31d9d2ba55d2df212f59ad0668118,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh
Dr. Dre,6920166.0,86.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",https://i.scdn.co/image/170254ebdd747f4e7045df1cae8f11a42dc1a547,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7
Yelawolf,1957791.0,71.0,"['alabama rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",https://i.scdn.co/image/ab6761610000517483ab349174190711362134da,https://open.spotify.com/artist/68DWke2VjdDmA75aJX5C57
Tech N9ne,2392148.0,77.0,"['hip hop', 'kansas city hip hop', 'pop rap']",https://i.scdn.co/image/ab67616100005174f2f6845f7e0187bb82cca89f,https://open.spotify.com/artist/6UBA15slIuadJ8h2lPRPos
Ice Cube,5378850.0,79.0,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",https://i.scdn.co/image/ab67616100005174650e79afafd00492e33d7b8c,https://open.spotify.com/artist/3Mcii5XWf6E0lrY3Uky4cA
Obie Trice,741234.0,65.0,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",https://i.scdn.co/image/d6ebc26b7f361aa6de3a8992b49bf4a2536af3fc,https://open.spotify.com/artist/2XnnxQzxFZG8qEPjakokPM
N.W.A.,4022206.0,70.0,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",https://i.scdn.co/image/6c6c5456aa373c9cbf4f385c2dd69c4177e6e3fa,https://open.spotify.com/artist/4EnEZVjo3w1cwcQYePccay
Xzibit,1455578.0,71.0,"['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",https://i.scdn.co/image/ab67616100005174b04749391ab206764049c219,https://open.spotify.com/artist/4tujQJicOnuZRLiBFdp3Ou
T.I.,4112007.0,79.0,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://i.scdn.co/image/ab6761610000517412057d342f33c61b3768f2bc,https://open.spotify.com/artist/4OBJLual30L7gRl5UkeRcT
