name,followers,popularity,genres,image_url,external_url
Noah Carter,25907.0,50.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174849f83b5b02ab146c2ba18b4,https://open.spotify.com/artist/2dfY7zXIP61MKHtD175hFp
Lil Uzi Vert,13009765.0,90.0,"['melodic rap', 'philly rap', 'rap', 'trap']",https://i.scdn.co/image/ab67616100005174879835ea4e3a0f0b8cf1c7b4,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz
Ariana Grande,77133834.0,93.0,"['dance pop', 'pop']",https://i.scdn.co/image/ab67616100005174cdce7620dc940db079bf4952,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
MellemFingaMuzik,39550.0,52.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051740b8b04f2389d2bea05a62631,https://open.spotify.com/artist/6aAQxKW3u9K01sGfdMm5DD
Daft Punk,8721508.0,83.0,"['electro', 'filter house']",https://i.scdn.co/image/ab6761610000517496d66c60658005885d1135ce,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi
Russ,4331027.0,82.0,"['hawaiian hip hop', 'rap']",https://i.scdn.co/image/ab67616100005174179f481acb9c0fcaa522b80e,https://open.spotify.com/artist/1z7b1Pr1rSlvWRzsW3HOrS
Ude Af Kontrol,73092.0,59.0,"['dakke dak', 'danish hip hop', 'danish pop']",https://i.scdn.co/image/ab676161000051740f7ecd4e0f8057668efeb6d4,https://open.spotify.com/artist/2ZbyyCS8KLKsuoNlxc76Ev
Suspekt,93784.0,55.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174a4db190f133ebda102664952,https://open.spotify.com/artist/74HomvqoUecDcUPRespyqg
KESI,126488.0,64.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174e430ad053e5a99dd76c66f8b,https://open.spotify.com/artist/2d7AMvzFwh5wUTuqQl3BAE
Justin Timberlake,11802763.0,83.0,"['dance pop', 'pop']",https://i.scdn.co/image/ab676161000051749d3f9efc8e0030306e583cef,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7
Dave Brubeck,336225.0,56.0,"['american modern classical', 'bebop', 'cool jazz', 'jazz', 'jazz piano']",https://i.scdn.co/image/0634b43c87b71297febbc7b9f9b0661779fa80e7,https://open.spotify.com/artist/3kUKwTJdH8FuWzF8p6Dg9E
Dr. Dre,6920166.0,86.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",https://i.scdn.co/image/170254ebdd747f4e7045df1cae8f11a42dc1a547,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7
Nik & Jay,167961.0,56.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab6761610000517414b1ce6bcf6cc8d7c070ef15,https://open.spotify.com/artist/71k6SmcYKiIPq8M2RxK2Jr
Doja Cat,16644518.0,94.0,"['dance pop', 'pop']",https://i.scdn.co/image/ab67616100005174727a2ac15afe659be999beba,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5
Gilli,186866.0,70.0,"['danish hip hop', 'danish pop']",https://i.scdn.co/image/ab67616100005174103ef02f1e8666e944f2ce7b,https://open.spotify.com/artist/2KbikmQKGiUPR2ARs1h0sq
Betoven Collection,39306.0,54.0,[],https://i.scdn.co/image/ab67616d00001e02dc9a6325ec5630c8658d5010,https://open.spotify.com/artist/5BWwOqYJwIlEbS858Kmh2E
Frank Ocean,9106452.0,87.0,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",https://i.scdn.co/image/ab67616100005174fbc3faec4a370d8393bee7f1,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM
Imagine Dragons,38815530.0,92.0,"['modern rock', 'rock']",https://i.scdn.co/image/ab67616100005174920dc1f617550de8388f368e,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
